Data-set,Algorithm,Support,Run-time,Memory,Patterns
B_C,ACO-GRAANK (2.0),0.8,0.0961,181.5,1.0
B_C,ACO-LCM (1.0),0.8,0.5206,416.4,9.0
B_C,ACO-LCM (1.0),0.8,0.6661,451.9,21.0
B_C,ACO-LCM (1.0),0.8,0.5886,428.1,13.0
B_C,ACO-LCM (1.0),0.8,0.797,447.0,28.0
B_C,ACO-LCM (1.0),0.8,0.4429,353.4,1.0
B_C,ACO-LCM (1.0),0.8,0.4516,350.8,1.0
B_C,ACO-LCM (1.0),0.8,0.5118,391.4,6.0
B_C,ACO-LCM (1.0),0.8,0.4618,369.5,3.0
B_C,ACO-LCM (1.0),0.8,0.7199,460.3,25.0
B_C,ACO-LCM (1.0),0.8,0.5726,428.3,14.0
B_C,ACO-LCM (1.0),0.8,0.6517,461.1,18.0
B_C,ACO-LCM (1.0),0.8,0.5594,426.6,11.0
B_C,ACO-LCM (1.0),0.8,0.8752,455.0,34.0
B_C,ACO-LCM (1.0),0.8,0.6729,461.4,22.0
B_C,ACO-LCM (1.0),0.8,0.8414,466.4,35.0
B_C,ACO-LCM (1.0),0.8,0.7228,451.9,22.0
B_C,ACO-LCM (1.0),0.8,1.1455,491.3,57.0
B_C,ACO-LCM (1.0),0.8,0.514,405.6,8.0
B_C,ACO-LCM (1.0),0.8,0.5589,420.2,10.0
B_C,ACO-LCM (1.0),0.8,0.7438,462.2,26.0
B_C,ACO-LCM (1.0),0.8,0.5994,436.1,14.0
B_C,ACO-LCM (1.0),0.8,0.807,454.5,33.0
B_C,ACO-LCM (1.0),0.8,0.4604,373.1,3.0
B_C,ACO-LCM (1.0),0.8,0.483,379.6,4.0
B_C,ACO-LCM (1.0),0.8,0.8229,480.1,33.0
B_C,ACO-LCM (1.0),0.8,0.837,462.6,31.0
B_C,ACO-LCM (1.0),0.8,0.5131,389.7,6.0
B_C,ACO-LCM (1.0),0.8,0.7331,446.8,25.0
B_C,ACO-LCM (1.0),0.8,0.5436,416.0,11.0
B_C,ACO-LCM (1.0),0.8,0.4776,378.8,4.0
B_C,ACO-LCM (1.0),0.8,0.6048,420.6,13.0
B_C,ACO-LCM (1.0),0.8,0.5257,418.4,9.0
B_C,ACO-LCM (1.0),0.8,0.5466,411.5,10.0
B_C,GRAANK,0.8,0.4553,46.4,2.0
B_C,GRAANK,0.8,0.4549,46.4,2.0
B_C,GRAANK,0.8,0.4528,46.4,2.0
B_C,GRAANK,0.8,0.4556,46.4,2.0
B_C,GRAANK,0.8,0.4556,46.4,2.0
B_C,GRAANK,0.8,0.4576,46.4,2.0
B_C,GRAANK,0.8,0.4557,46.4,2.0
B_C,GRAANK,0.8,0.4517,46.4,2.0
B_C,GRAANK,0.8,0.4521,46.4,2.0
B_C,GRAANK,0.8,0.453,46.4,2.0
B_C,GRAANK,0.8,0.4573,46.4,2.0
B_C,GRAANK,0.8,0.4583,46.4,2.0
B_C,GRAANK,0.8,0.4574,46.4,2.0
B_C,GRAANK,0.8,0.4564,46.4,2.0
B_C,GRAANK,0.8,0.4574,46.4,2.0
B_C,GRAANK,0.8,0.4583,46.4,2.0
B_C,GRAANK,0.8,0.4549,46.4,2.0
B_C,GRAANK,0.8,0.455,46.4,2.0
B_C,GRAANK,0.8,0.4512,46.4,2.0
B_C,GRAANK,0.8,0.4554,46.4,2.0
B_C,GRAANK,0.8,0.4582,46.4,2.0
B_C,GRAANK,0.8,0.457,46.4,2.0
B_C,GRAANK,0.8,0.451,46.4,2.0
B_C,GRAANK,0.8,0.4568,46.4,2.0
B_C,GRAANK,0.8,0.4576,46.4,2.0
B_C,GRAANK,0.8,0.4578,46.4,2.0
B_C,GRAANK,0.8,0.4571,46.4,2.0
B_C,GRAANK,0.8,0.4581,46.4,2.0
B_C,GRAANK,0.8,0.458,46.4,2.0
B_C,GRAANK,0.8,0.4566,46.4,2.0
B_C,GRAANK,0.8,0.4581,46.4,2.0
B_C,GRAANK,0.8,0.4586,46.4,2.0
B_C,GRAANK,0.8,0.4582,46.4,2.0
B_C,LCM-GRAD (1.0),0.8,14.656,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.686,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.686,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.616,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.596,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.101,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.081,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.694,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.814,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.645,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.651,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.631,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.276,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.875,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.85,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.678,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.753,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.938,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.498,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.66,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.555,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.229,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.759,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.76,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.207,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.508,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.874,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.628,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.902,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,14.047,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.862,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.644,9720.0,18.0
B_C,LCM-GRAD (1.0),0.8,13.605,9720.0,18.0
B_C,ACO-GRAANK (2.0),0.9,0.1648,127.7,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0956,178.2,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0864,156.3,0.0
B_C,ACO-GRAANK (2.0),0.9,0.074,168.5,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0506,115.5,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0221,96.8,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0874,174.3,0.0
B_C,ACO-GRAANK (2.0),0.9,0.1585,190.8,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0666,144.8,0.0
B_C,ACO-GRAANK (2.0),0.9,0.3333,247.8,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0444,108.6,1.0
B_C,ACO-GRAANK (2.0),0.9,0.1418,116.6,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0501,115.5,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0768,176.8,0.0
B_C,ACO-GRAANK (2.0),0.9,0.1916,218.6,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0976,179.9,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0523,123.0,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0235,101.2,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0426,100.1,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0724,145.8,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0346,122.0,1.0
B_C,ACO-GRAANK (2.0),0.9,0.1573,129.3,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0213,97.3,1.0
B_C,ACO-GRAANK (2.0),0.9,0.098,138.2,0.0
B_C,ACO-GRAANK (2.0),0.9,0.0458,104.3,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0813,161.4,0.0
B_C,ACO-GRAANK (2.0),0.9,0.2041,200.7,1.0
B_C,ACO-GRAANK (2.0),0.9,0.084,161.5,0.0
B_C,ACO-GRAANK (2.0),0.9,0.1512,214.6,0.0
B_C,ACO-GRAANK (2.0),0.9,0.168,184.2,0.0
B_C,ACO-GRAANK (2.0),0.9,0.1301,157.7,1.0
B_C,ACO-GRAANK (2.0),0.9,0.0391,102.2,1.0
B_C,ACO-GRAANK (2.0),0.9,0.2108,218.7,0.0
B_C,ACO-LCM (1.0),0.9,0.6175,409.3,13.0
B_C,ACO-LCM (1.0),0.9,0.6273,407.0,13.0
B_C,ACO-LCM (1.0),0.9,0.5791,381.8,8.0
B_C,ACO-LCM (1.0),0.9,0.4459,350.6,1.0
B_C,ACO-LCM (1.0),0.9,0.7265,417.5,19.0
B_C,ACO-LCM (1.0),0.9,0.7916,415.6,23.0
B_C,ACO-LCM (1.0),0.9,0.585,380.7,7.0
B_C,ACO-LCM (1.0),0.9,0.7656,421.6,22.0
B_C,ACO-LCM (1.0),0.9,0.923,425.1,30.0
B_C,ACO-LCM (1.0),0.9,0.4814,365.8,3.0
B_C,ACO-LCM (1.0),0.9,0.6203,417.5,13.0
B_C,ACO-LCM (1.0),0.9,0.6215,403.6,11.0
B_C,ACO-LCM (1.0),0.9,0.5655,389.3,8.0
B_C,ACO-LCM (1.0),0.9,0.4988,367.1,4.0
B_C,ACO-LCM (1.0),0.9,0.8868,420.5,29.0
B_C,ACO-LCM (1.0),0.9,0.517,376.9,5.0
B_C,ACO-LCM (1.0),0.9,0.9613,422.9,35.0
B_C,ACO-LCM (1.0),0.9,0.5086,368.0,4.0
B_C,ACO-LCM (1.0),0.9,0.6684,413.8,15.0
B_C,ACO-LCM (1.0),0.9,0.6943,411.5,16.0
B_C,ACO-LCM (1.0),0.9,0.7318,416.2,21.0
B_C,ACO-LCM (1.0),0.9,0.6334,402.5,13.0
B_C,ACO-LCM (1.0),0.9,0.6611,422.7,15.0
B_C,ACO-LCM (1.0),0.9,0.5539,390.0,8.0
B_C,ACO-LCM (1.0),0.9,0.886,436.4,29.0
B_C,ACO-LCM (1.0),0.9,0.5175,387.4,6.0
B_C,ACO-LCM (1.0),0.9,0.5835,377.6,8.0
B_C,ACO-LCM (1.0),0.9,0.767,424.5,22.0
B_C,ACO-LCM (1.0),0.9,0.8691,421.2,28.0
B_C,ACO-LCM (1.0),0.9,0.8293,416.2,28.0
B_C,ACO-LCM (1.0),0.9,0.6213,399.1,12.0
B_C,ACO-LCM (1.0),0.9,0.5262,378.8,5.0
B_C,ACO-LCM (1.0),0.9,0.6598,403.8,15.0
B_C,GRAANK,0.9,0.4504,46.4,2.0
B_C,GRAANK,0.9,0.4563,46.4,2.0
B_C,GRAANK,0.9,0.4564,46.4,2.0
B_C,GRAANK,0.9,0.4543,46.4,2.0
B_C,GRAANK,0.9,0.4584,46.4,2.0
B_C,GRAANK,0.9,0.4556,46.4,2.0
B_C,GRAANK,0.9,0.4581,46.4,2.0
B_C,GRAANK,0.9,0.4567,46.4,2.0
B_C,GRAANK,0.9,0.4496,46.4,2.0
B_C,GRAANK,0.9,0.4556,46.4,2.0
B_C,GRAANK,0.9,0.4523,46.4,2.0
B_C,GRAANK,0.9,0.456,46.4,2.0
B_C,GRAANK,0.9,0.4578,46.4,2.0
B_C,GRAANK,0.9,0.4552,46.4,2.0
B_C,GRAANK,0.9,0.4537,46.4,2.0
B_C,GRAANK,0.9,0.4557,46.4,2.0
B_C,GRAANK,0.9,0.459,46.4,2.0
B_C,GRAANK,0.9,0.4577,46.4,2.0
B_C,GRAANK,0.9,0.4579,46.4,2.0
B_C,GRAANK,0.9,0.4498,46.4,2.0
B_C,GRAANK,0.9,0.4578,46.4,2.0
B_C,GRAANK,0.9,0.4551,46.4,2.0
B_C,GRAANK,0.9,0.4561,46.4,2.0
B_C,GRAANK,0.9,0.4579,46.4,2.0
B_C,GRAANK,0.9,0.4582,46.4,2.0
B_C,GRAANK,0.9,0.4546,46.4,2.0
B_C,GRAANK,0.9,0.4573,46.4,2.0
B_C,GRAANK,0.9,0.4566,46.4,2.0
B_C,GRAANK,0.9,0.4574,46.4,2.0
B_C,GRAANK,0.9,0.458,46.4,2.0
B_C,GRAANK,0.9,0.4576,46.4,2.0
B_C,GRAANK,0.9,0.4592,46.4,2.0
B_C,GRAANK,0.9,0.4536,46.4,2.0
B_C,LCM-GRAD (1.0),0.9,12.425,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.379,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.464,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.35,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.665,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.438,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.893,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.433,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.509,9230.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.228,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.44,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.964,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.274,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.407,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.218,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.281,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.574,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.241,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.595,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.599,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.195,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.193,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.39,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.196,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.802,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.336,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.29,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.449,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,13.018,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.431,9229.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.312,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.265,9228.0,17.0
B_C,LCM-GRAD (1.0),0.9,12.486,9228.0,17.0
Buoys,ACO-GRAANK (2.0),0.5,0.1579,165.4,13.0
Buoys,ACO-GRAANK (2.0),0.5,0.1091,151.4,10.0
Buoys,ACO-GRAANK (2.0),0.5,0.0631,125.7,6.0
Buoys,ACO-GRAANK (2.0),0.5,0.0746,128.9,8.0
Buoys,ACO-GRAANK (2.0),0.5,0.1191,154.5,9.0
Buoys,ACO-GRAANK (2.0),0.5,0.1569,140.3,14.0
Buoys,ACO-GRAANK (2.0),0.5,0.0754,129.8,9.0
Buoys,ACO-GRAANK (2.0),0.5,0.0766,138.7,8.0
Buoys,ACO-GRAANK (2.0),0.5,0.1287,155.8,12.0
Buoys,ACO-GRAANK (2.0),0.5,0.2056,157.9,17.0
Buoys,ACO-GRAANK (2.0),0.5,0.0899,141.7,10.0
Buoys,ACO-GRAANK (2.0),0.5,0.1149,158.2,11.0
Buoys,ACO-GRAANK (2.0),0.5,0.094,143.2,10.0
Buoys,ACO-GRAANK (2.0),0.5,0.1753,139.9,18.0
Buoys,ACO-GRAANK (2.0),0.5,0.1564,172.4,15.0
Buoys,ACO-GRAANK (2.0),0.5,0.1056,154.0,10.0
Buoys,ACO-GRAANK (2.0),0.5,0.1518,170.0,12.0
Buoys,ACO-GRAANK (2.0),0.5,0.0828,141.2,6.0
Buoys,ACO-GRAANK (2.0),0.5,0.1402,164.7,13.0
Buoys,ACO-GRAANK (2.0),0.5,0.1334,164.2,13.0
Buoys,ACO-GRAANK (2.0),0.5,0.1712,139.8,16.0
Buoys,ACO-GRAANK (2.0),0.5,0.2877,171.9,18.0
Buoys,ACO-GRAANK (2.0),0.5,0.183,142.7,13.0
Buoys,ACO-GRAANK (2.0),0.5,0.1087,147.4,12.0
Buoys,ACO-GRAANK (2.0),0.5,0.0364,117.1,2.0
Buoys,ACO-GRAANK (2.0),0.5,0.1861,144.0,14.0
Buoys,ACO-GRAANK (2.0),0.5,0.3937,174.2,22.0
Buoys,ACO-GRAANK (2.0),0.5,0.0877,141.2,9.0
Buoys,ACO-GRAANK (2.0),0.5,0.362,159.4,21.0
Buoys,ACO-GRAANK (2.0),0.5,0.0407,122.3,3.0
Buoys,ACO-GRAANK (2.0),0.5,0.2112,148.3,19.0
Buoys,ACO-GRAANK (2.0),0.5,0.1026,148.3,12.0
Buoys,ACO-GRAANK (2.0),0.5,0.1285,165.5,11.0
Buoys,ACO-LCM (1.0),0.5,2.7143,455.6,6.0
Buoys,ACO-LCM (1.0),0.5,2.8986,469.5,8.0
Buoys,ACO-LCM (1.0),0.5,2.8184,459.3,7.0
Buoys,ACO-LCM (1.0),0.5,2.6353,454.2,5.0
Buoys,ACO-LCM (1.0),0.5,2.6369,435.3,3.0
Buoys,ACO-LCM (1.0),0.5,2.6592,444.3,3.0
Buoys,ACO-LCM (1.0),0.5,2.8242,449.9,6.0
Buoys,ACO-LCM (1.0),0.5,2.4666,431.5,2.0
Buoys,ACO-LCM (1.0),0.5,2.4407,435.4,2.0
Buoys,ACO-LCM (1.0),0.5,2.7057,462.0,5.0
Buoys,ACO-LCM (1.0),0.5,2.7712,456.9,8.0
Buoys,ACO-LCM (1.0),0.5,2.4822,442.9,3.0
Buoys,ACO-LCM (1.0),0.5,2.9389,473.0,9.0
Buoys,ACO-LCM (1.0),0.5,2.9075,459.9,6.0
Buoys,ACO-LCM (1.0),0.5,3.0085,461.5,9.0
Buoys,ACO-LCM (1.0),0.5,2.7681,459.0,6.0
Buoys,ACO-LCM (1.0),0.5,2.9858,470.5,10.0
Buoys,ACO-LCM (1.0),0.5,3.0566,464.1,12.0
Buoys,ACO-LCM (1.0),0.5,2.707,450.9,5.0
Buoys,ACO-LCM (1.0),0.5,2.6067,461.4,5.0
Buoys,ACO-LCM (1.0),0.5,2.9821,472.0,11.0
Buoys,ACO-LCM (1.0),0.5,2.569,439.0,3.0
Buoys,ACO-LCM (1.0),0.5,2.4382,432.1,2.0
Buoys,ACO-LCM (1.0),0.5,2.5241,435.4,2.0
Buoys,ACO-LCM (1.0),0.5,2.8766,452.1,7.0
Buoys,ACO-LCM (1.0),0.5,2.9052,465.0,7.0
Buoys,ACO-LCM (1.0),0.5,2.9016,466.5,9.0
Buoys,ACO-LCM (1.0),0.5,2.5312,440.1,3.0
Buoys,ACO-LCM (1.0),0.5,2.8195,457.8,7.0
Buoys,ACO-LCM (1.0),0.5,3.1023,467.8,10.0
Buoys,ACO-LCM (1.0),0.5,2.9969,473.6,10.0
Buoys,ACO-LCM (1.0),0.5,2.7838,457.3,6.0
Buoys,ACO-LCM (1.0),0.5,2.9083,473.8,8.0
Buoys,GRAANK,0.5,13.732,212.6,160.0
Buoys,GRAANK,0.5,13.692,212.6,160.0
Buoys,GRAANK,0.5,13.689,212.6,160.0
Buoys,GRAANK,0.5,13.682,212.6,160.0
Buoys,GRAANK,0.5,13.547,212.6,160.0
Buoys,GRAANK,0.5,13.735,212.6,160.0
Buoys,GRAANK,0.5,13.719,212.6,160.0
Buoys,GRAANK,0.5,13.575,212.6,160.0
Buoys,GRAANK,0.5,13.759,212.6,160.0
Buoys,GRAANK,0.5,13.698,212.6,160.0
Buoys,GRAANK,0.5,13.801,212.6,160.0
Buoys,GRAANK,0.5,13.699,212.6,160.0
Buoys,GRAANK,0.5,13.678,212.6,160.0
Buoys,GRAANK,0.5,13.701,212.6,160.0
Buoys,GRAANK,0.5,13.599,212.6,160.0
Buoys,GRAANK,0.5,13.701,212.6,160.0
Buoys,GRAANK,0.5,13.737,212.6,160.0
Buoys,GRAANK,0.5,13.664,212.6,160.0
Buoys,GRAANK,0.5,13.673,212.6,160.0
Buoys,GRAANK,0.5,13.689,212.6,160.0
Buoys,GRAANK,0.5,13.702,212.6,160.0
Buoys,GRAANK,0.5,13.855,212.6,160.0
Buoys,GRAANK,0.5,13.621,212.6,160.0
Buoys,GRAANK,0.5,13.693,212.6,160.0
Buoys,GRAANK,0.5,13.653,212.6,160.0
Buoys,GRAANK,0.5,13.64,212.6,160.0
Buoys,GRAANK,0.5,13.782,212.6,160.0
Buoys,GRAANK,0.5,13.742,212.6,160.0
Buoys,GRAANK,0.5,13.552,212.6,160.0
Buoys,GRAANK,0.5,13.505,212.6,160.0
Buoys,GRAANK,0.5,13.754,212.6,160.0
Buoys,GRAANK,0.5,13.682,212.6,160.0
Buoys,GRAANK,0.5,13.478,212.6,160.0
Buoys,LCM-GRAD (1.0),0.5,339.82,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,323.56,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,335.73,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,325.66,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,336.78,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,332.25,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,339.64,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,324.15,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,327.87,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,319.42,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,349.62,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,335.23,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,317.87,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,335.82,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,326.43,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,350.03,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,321.01,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,335.05,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,325.5,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,317.93,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,342.25,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,333.77,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,323.96,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,324.77,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,321.81,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,328.72,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,322.68,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,337.93,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,330.55,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,340.49,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,326.26,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,343.37,55619.0,33.0
Buoys,LCM-GRAD (1.0),0.5,331.86,55619.0,33.0
Buoys,ACO-GRAANK (2.0),0.6,0.086,142.9,7.0
Buoys,ACO-GRAANK (2.0),0.6,0.0374,119.0,2.0
Buoys,ACO-GRAANK (2.0),0.6,0.0586,121.3,5.0
Buoys,ACO-GRAANK (2.0),0.6,0.0585,121.7,3.0
Buoys,ACO-GRAANK (2.0),0.6,0.0967,142.2,10.0
Buoys,ACO-GRAANK (2.0),0.6,0.1704,148.4,11.0
Buoys,ACO-GRAANK (2.0),0.6,0.0855,144.0,6.0
Buoys,ACO-GRAANK (2.0),0.6,0.0644,130.8,4.0
Buoys,ACO-GRAANK (2.0),0.6,0.0648,124.0,6.0
Buoys,ACO-GRAANK (2.0),0.6,0.3586,166.3,13.0
Buoys,ACO-GRAANK (2.0),0.6,0.0887,142.4,8.0
Buoys,ACO-GRAANK (2.0),0.6,0.0926,149.3,7.0
Buoys,ACO-GRAANK (2.0),0.6,0.0371,118.5,2.0
Buoys,ACO-GRAANK (2.0),0.6,0.2289,163.0,17.0
Buoys,ACO-GRAANK (2.0),0.6,0.0506,132.8,3.0
Buoys,ACO-GRAANK (2.0),0.6,0.0462,130.2,3.0
Buoys,ACO-GRAANK (2.0),0.6,0.1355,173.6,7.0
Buoys,ACO-GRAANK (2.0),0.6,0.0617,130.8,3.0
Buoys,ACO-GRAANK (2.0),0.6,0.0369,117.4,2.0
Buoys,ACO-GRAANK (2.0),0.6,0.0488,131.4,4.0
Buoys,ACO-GRAANK (2.0),0.6,0.3018,210.2,13.0
Buoys,ACO-GRAANK (2.0),0.6,0.0287,101.2,1.0
Buoys,ACO-GRAANK (2.0),0.6,0.0617,125.7,5.0
Buoys,ACO-GRAANK (2.0),0.6,0.0547,122.7,4.0
Buoys,ACO-GRAANK (2.0),0.6,0.0994,149.4,8.0
Buoys,ACO-GRAANK (2.0),0.6,0.2169,161.2,9.0
Buoys,ACO-GRAANK (2.0),0.6,0.0787,138.4,8.0
Buoys,ACO-GRAANK (2.0),0.6,0.0861,140.2,9.0
Buoys,ACO-GRAANK (2.0),0.6,0.1833,150.0,12.0
Buoys,ACO-GRAANK (2.0),0.6,0.0346,113.2,2.0
Buoys,ACO-GRAANK (2.0),0.6,0.0898,143.2,5.0
Buoys,ACO-GRAANK (2.0),0.6,0.1798,147.3,9.0
Buoys,ACO-GRAANK (2.0),0.6,0.0545,121.8,5.0
Buoys,ACO-LCM (1.0),0.6,2.9668,450.7,9.0
Buoys,ACO-LCM (1.0),0.6,2.3962,429.9,2.0
Buoys,ACO-LCM (1.0),0.6,3.0891,460.0,11.0
Buoys,ACO-LCM (1.0),0.6,2.8606,446.2,7.0
Buoys,ACO-LCM (1.0),0.6,3.1762,454.5,12.0
Buoys,ACO-LCM (1.0),0.6,3.008,448.7,7.0
Buoys,ACO-LCM (1.0),0.6,2.6107,440.4,3.0
Buoys,ACO-LCM (1.0),0.6,3.0916,452.7,10.0
Buoys,ACO-LCM (1.0),0.6,2.7674,446.7,6.0
Buoys,ACO-LCM (1.0),0.6,2.8734,448.3,6.0
Buoys,ACO-LCM (1.0),0.6,2.8444,449.1,7.0
Buoys,ACO-LCM (1.0),0.6,3.0048,452.9,10.0
Buoys,ACO-LCM (1.0),0.6,2.8137,449.1,6.0
Buoys,ACO-LCM (1.0),0.6,3.0088,450.1,9.0
Buoys,ACO-LCM (1.0),0.6,2.9257,450.6,10.0
Buoys,ACO-LCM (1.0),0.6,2.7317,445.9,5.0
Buoys,ACO-LCM (1.0),0.6,3.0114,448.1,9.0
Buoys,ACO-LCM (1.0),0.6,2.6286,444.4,5.0
Buoys,ACO-LCM (1.0),0.6,3.1369,451.8,12.0
Buoys,ACO-LCM (1.0),0.6,2.9172,449.9,8.0
Buoys,ACO-LCM (1.0),0.6,2.5416,438.7,3.0
Buoys,ACO-LCM (1.0),0.6,2.4178,431.9,2.0
Buoys,ACO-LCM (1.0),0.6,2.5919,444.0,4.0
Buoys,ACO-LCM (1.0),0.6,3.0059,451.0,9.0
Buoys,ACO-LCM (1.0),0.6,2.7791,447.3,5.0
Buoys,ACO-LCM (1.0),0.6,2.8111,450.5,7.0
Buoys,ACO-LCM (1.0),0.6,3.1326,450.6,10.0
Buoys,ACO-LCM (1.0),0.6,3.0454,451.0,10.0
Buoys,ACO-LCM (1.0),0.6,2.8243,450.7,7.0
Buoys,ACO-LCM (1.0),0.6,2.5587,429.3,2.0
Buoys,ACO-LCM (1.0),0.6,2.8892,448.5,9.0
