Data-set,Algorithm,Support,Run-time,Memory,Patterns
Buoys,ACO-LCM (1.0),0.6,2.9341,443.5,9.0
Buoys,ACO-LCM (1.0),0.6,2.8517,446.4,9.0
Buoys,GRAANK,0.6,4.1388,137.6,66.0
Buoys,GRAANK,0.6,4.2421,137.6,66.0
Buoys,GRAANK,0.6,4.1394,137.6,66.0
Buoys,GRAANK,0.6,4.1385,137.6,66.0
Buoys,GRAANK,0.6,4.1376,137.6,66.0
Buoys,GRAANK,0.6,4.146,137.6,66.0
Buoys,GRAANK,0.6,4.1812,137.6,66.0
Buoys,GRAANK,0.6,4.1522,137.5,66.0
Buoys,GRAANK,0.6,4.199,137.6,66.0
Buoys,GRAANK,0.6,4.1216,137.6,66.0
Buoys,GRAANK,0.6,4.1356,137.6,66.0
Buoys,GRAANK,0.6,4.126,137.6,66.0
Buoys,GRAANK,0.6,4.1986,137.6,66.0
Buoys,GRAANK,0.6,4.2053,137.6,66.0
Buoys,GRAANK,0.6,4.2142,137.6,66.0
Buoys,GRAANK,0.6,4.1297,137.6,66.0
Buoys,GRAANK,0.6,4.1967,137.6,66.0
Buoys,GRAANK,0.6,4.1859,137.6,66.0
Buoys,GRAANK,0.6,4.1977,137.6,66.0
Buoys,GRAANK,0.6,4.2144,137.5,66.0
Buoys,GRAANK,0.6,4.1844,137.5,66.0
Buoys,GRAANK,0.6,4.209,137.6,66.0
Buoys,GRAANK,0.6,4.189,137.6,66.0
Buoys,GRAANK,0.6,4.1471,137.6,66.0
Buoys,GRAANK,0.6,4.1929,137.6,66.0
Buoys,GRAANK,0.6,4.1838,137.6,66.0
Buoys,GRAANK,0.6,4.1454,137.6,66.0
Buoys,GRAANK,0.6,4.1382,137.6,66.0
Buoys,GRAANK,0.6,4.1912,137.6,66.0
Buoys,GRAANK,0.6,4.1872,137.5,66.0
Buoys,GRAANK,0.6,4.2085,137.6,66.0
Buoys,GRAANK,0.6,4.1872,137.6,66.0
Buoys,GRAANK,0.6,4.2447,137.6,66.0
Buoys,LCM-GRAD (1.0),0.6,244.59,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,225.99,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,225.98,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,233.86,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.59,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.08,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,222.73,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.4,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,227.89,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,237.92,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,237.54,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,228.61,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,227.55,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,229.05,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.32,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,226.72,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,229.92,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,232.79,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,232.62,53996.0,33.0
Buoys,LCM-GRAD (1.0),0.6,223.87,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,241.59,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.72,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,223.6,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,227.69,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,228.91,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,228.1,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,230.47,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,232.37,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,224.74,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,237.54,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,227.2,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,228.55,53995.0,33.0
Buoys,LCM-GRAD (1.0),0.6,225.21,53995.0,33.0
Buoys,ACO-GRAANK (2.0),0.7,0.0567,126.3,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.0569,120.6,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.2301,190.1,6.0
Buoys,ACO-GRAANK (2.0),0.7,0.0967,153.5,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.0628,126.1,3.0
Buoys,ACO-GRAANK (2.0),0.7,0.1097,160.7,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.2205,189.4,6.0
Buoys,ACO-GRAANK (2.0),0.7,0.1885,159.9,5.0
Buoys,ACO-GRAANK (2.0),0.7,0.0559,120.1,3.0
Buoys,ACO-GRAANK (2.0),0.7,0.2225,188.2,8.0
Buoys,ACO-GRAANK (2.0),0.7,0.0658,129.8,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.1978,162.4,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.0433,124.5,3.0
Buoys,ACO-GRAANK (2.0),0.7,0.0414,122.5,2.0
Buoys,ACO-GRAANK (2.0),0.7,0.0416,125.0,3.0
Buoys,ACO-GRAANK (2.0),0.7,0.1801,149.9,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.111,157.3,6.0
Buoys,ACO-GRAANK (2.0),0.7,0.0561,124.9,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.4965,204.0,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.21,175.5,6.0
Buoys,ACO-GRAANK (2.0),0.7,0.1376,173.6,8.0
Buoys,ACO-GRAANK (2.0),0.7,0.096,149.7,4.0
Buoys,ACO-GRAANK (2.0),0.7,0.1182,164.0,5.0
Buoys,ACO-GRAANK (2.0),0.7,0.0869,146.0,3.0
Buoys,ACO-GRAANK (2.0),0.7,0.1227,161.4,9.0
Buoys,ACO-GRAANK (2.0),0.7,0.1429,173.8,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.1714,143.3,8.0
Buoys,ACO-GRAANK (2.0),0.7,0.1835,161.6,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.1186,160.7,7.0
Buoys,ACO-GRAANK (2.0),0.7,0.1203,167.4,6.0
Buoys,ACO-GRAANK (2.0),0.7,0.1335,167.0,5.0
Buoys,ACO-GRAANK (2.0),0.7,0.104,158.9,5.0
Buoys,ACO-GRAANK (2.0),0.7,0.345,169.2,13.0
Buoys,ACO-LCM (1.0),0.7,3.0602,444.3,9.0
Buoys,ACO-LCM (1.0),0.7,3.1615,444.4,9.0
Buoys,ACO-LCM (1.0),0.7,2.6666,435.5,3.0
Buoys,ACO-LCM (1.0),0.7,2.8533,445.9,7.0
Buoys,ACO-LCM (1.0),0.7,2.759,440.0,5.0
Buoys,ACO-LCM (1.0),0.7,3.0,442.2,7.0
Buoys,ACO-LCM (1.0),0.7,2.8942,442.9,7.0
Buoys,ACO-LCM (1.0),0.7,2.7189,440.0,5.0
Buoys,ACO-LCM (1.0),0.7,3.2318,443.3,10.0
Buoys,ACO-LCM (1.0),0.7,2.701,432.9,3.0
Buoys,ACO-LCM (1.0),0.7,2.6105,433.3,3.0
Buoys,ACO-LCM (1.0),0.7,2.8839,453.6,7.0
Buoys,ACO-LCM (1.0),0.7,3.3377,442.3,11.0
Buoys,ACO-LCM (1.0),0.7,2.5815,435.5,3.0
Buoys,ACO-LCM (1.0),0.7,2.5658,435.8,3.0
Buoys,ACO-LCM (1.0),0.7,2.6082,435.4,3.0
Buoys,ACO-LCM (1.0),0.7,3.3648,443.4,10.0
Buoys,ACO-LCM (1.0),0.7,2.5462,428.9,2.0
Buoys,ACO-LCM (1.0),0.7,3.1482,441.3,9.0
Buoys,ACO-LCM (1.0),0.7,2.9371,442.0,6.0
Buoys,ACO-LCM (1.0),0.7,3.0153,440.9,8.0
Buoys,ACO-LCM (1.0),0.7,3.3474,443.5,11.0
Buoys,ACO-LCM (1.0),0.7,3.0086,446.5,7.0
Buoys,ACO-LCM (1.0),0.7,3.447,444.0,12.0
Buoys,ACO-LCM (1.0),0.7,2.5119,428.5,2.0
Buoys,ACO-LCM (1.0),0.7,2.891,442.9,7.0
Buoys,ACO-LCM (1.0),0.7,3.1751,458.1,11.0
Buoys,ACO-LCM (1.0),0.7,3.2953,447.7,10.0
Buoys,ACO-LCM (1.0),0.7,2.9001,442.8,6.0
Buoys,ACO-LCM (1.0),0.7,2.948,443.0,7.0
Buoys,ACO-LCM (1.0),0.7,3.1914,442.4,9.0
Buoys,ACO-LCM (1.0),0.7,2.599,432.9,3.0
Buoys,ACO-LCM (1.0),0.7,3.0625,442.2,8.0
Buoys,GRAANK,0.7,2.1676,107.7,32.0
Buoys,GRAANK,0.7,2.1599,107.6,32.0
Buoys,GRAANK,0.7,2.1639,107.7,32.0
Buoys,GRAANK,0.7,2.1809,107.7,32.0
Buoys,GRAANK,0.7,2.1437,107.7,32.0
Buoys,GRAANK,0.7,2.1718,107.7,32.0
Buoys,GRAANK,0.7,2.1852,107.7,32.0
Buoys,GRAANK,0.7,2.1906,107.7,32.0
Buoys,GRAANK,0.7,2.1832,107.7,32.0
Buoys,GRAANK,0.7,2.1555,107.7,32.0
Buoys,GRAANK,0.7,2.1849,107.7,32.0
Buoys,GRAANK,0.7,2.1799,107.7,32.0
Buoys,GRAANK,0.7,2.1649,107.7,32.0
Buoys,GRAANK,0.7,2.1723,107.7,32.0
Buoys,GRAANK,0.7,2.1717,107.7,32.0
Buoys,GRAANK,0.7,2.1891,107.7,32.0
Buoys,GRAANK,0.7,2.166,107.7,32.0
Buoys,GRAANK,0.7,2.1717,107.7,32.0
Buoys,GRAANK,0.7,2.1852,107.7,32.0
Buoys,GRAANK,0.7,2.1585,107.7,32.0
Buoys,GRAANK,0.7,2.1618,107.7,32.0
Buoys,GRAANK,0.7,2.1794,107.7,32.0
Buoys,GRAANK,0.7,2.1657,107.6,32.0
Buoys,GRAANK,0.7,2.1656,107.7,32.0
Buoys,GRAANK,0.7,2.1983,107.7,32.0
Buoys,GRAANK,0.7,2.1509,107.7,32.0
Buoys,GRAANK,0.7,2.1758,107.7,32.0
Buoys,GRAANK,0.7,2.2047,107.7,32.0
Buoys,GRAANK,0.7,2.1754,107.7,32.0
Buoys,GRAANK,0.7,2.1907,107.6,32.0
Buoys,GRAANK,0.7,2.1681,107.7,32.0
Buoys,GRAANK,0.7,2.1835,107.7,32.0
Buoys,GRAANK,0.7,2.1574,107.7,32.0
Buoys,LCM-GRAD (1.0),0.7,157.61,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,163.92,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,162.12,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,159.49,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,157.48,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,162.38,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,165.14,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.85,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,163.06,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.51,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,156.84,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,158.55,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,164.11,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,165.21,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,157.63,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,156.52,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,157.55,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,160.49,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,158.58,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,163.87,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,157.09,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,164.71,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,162.79,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,160.49,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.49,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,163.61,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.93,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.95,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,161.23,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,158.02,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,160.28,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,158.22,53183.0,33.0
Buoys,LCM-GRAD (1.0),0.7,163.51,53183.0,33.0
Buoys,ACO-GRAANK (2.0),0.8,0.216,211.8,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.1217,172.4,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.3076,171.6,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.4156,235.5,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.1686,162.6,5.0
Buoys,ACO-GRAANK (2.0),0.8,0.0312,106.1,1.0
Buoys,ACO-GRAANK (2.0),0.8,0.1422,184.0,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.0881,152.8,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.3738,206.0,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.1723,145.8,6.0
Buoys,ACO-GRAANK (2.0),0.8,0.1176,176.2,3.0
Buoys,ACO-GRAANK (2.0),0.8,1.0755,274.0,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.1542,138.5,6.0
Buoys,ACO-GRAANK (2.0),0.8,0.155,153.4,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.0877,144.4,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.0443,130.2,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.0331,113.2,1.0
Buoys,ACO-GRAANK (2.0),0.8,0.2268,200.9,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.3918,230.4,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.0848,147.2,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.0775,144.1,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.0504,126.0,1.0
Buoys,ACO-GRAANK (2.0),0.8,0.1023,159.3,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.1071,171.7,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.3689,200.3,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.0443,130.3,1.0
Buoys,ACO-GRAANK (2.0),0.8,0.6389,233.5,4.0
Buoys,ACO-GRAANK (2.0),0.8,0.4295,234.8,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.1214,165.0,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.0397,123.1,2.0
Buoys,ACO-GRAANK (2.0),0.8,0.0692,140.4,3.0
Buoys,ACO-GRAANK (2.0),0.8,0.298,166.2,6.0
Buoys,ACO-GRAANK (2.0),0.8,0.2261,185.8,4.0
Buoys,ACO-LCM (1.0),0.8,3.6264,440.3,10.0
Buoys,ACO-LCM (1.0),0.8,2.5379,426.9,2.0
Buoys,ACO-LCM (1.0),0.8,3.9831,440.9,12.0
Buoys,ACO-LCM (1.0),0.8,3.5361,439.9,10.0
Buoys,ACO-LCM (1.0),0.8,3.0049,443.3,6.0
Buoys,ACO-LCM (1.0),0.8,2.9397,437.4,5.0
Buoys,ACO-LCM (1.0),0.8,3.3422,442.9,8.0
Buoys,ACO-LCM (1.0),0.8,3.3531,440.9,9.0
Buoys,ACO-LCM (1.0),0.8,3.5367,443.5,10.0
Buoys,ACO-LCM (1.0),0.8,3.5358,439.8,10.0
Buoys,ACO-LCM (1.0),0.8,2.4933,426.5,2.0
Buoys,ACO-LCM (1.0),0.8,3.5159,441.1,10.0
Buoys,ACO-LCM (1.0),0.8,3.528,441.2,10.0
Buoys,ACO-LCM (1.0),0.8,3.6572,439.2,8.0
Buoys,ACO-LCM (1.0),0.8,2.9314,437.1,5.0
Buoys,ACO-LCM (1.0),0.8,2.6948,431.6,3.0
Buoys,ACO-LCM (1.0),0.8,3.0644,438.5,6.0
Buoys,ACO-LCM (1.0),0.8,3.1316,440.5,7.0
Buoys,ACO-LCM (1.0),0.8,3.8081,439.6,12.0
Buoys,ACO-LCM (1.0),0.8,3.0947,439.2,6.0
Buoys,ACO-LCM (1.0),0.8,3.198,439.3,7.0
Buoys,ACO-LCM (1.0),0.8,2.9756,440.2,6.0
Buoys,ACO-LCM (1.0),0.8,3.591,439.8,10.0
Buoys,ACO-LCM (1.0),0.8,3.4646,440.6,10.0
Buoys,ACO-LCM (1.0),0.8,3.3167,439.7,8.0
Buoys,ACO-LCM (1.0),0.8,2.6733,431.9,3.0
Buoys,ACO-LCM (1.0),0.8,2.9576,437.4,5.0
Buoys,ACO-LCM (1.0),0.8,2.7365,431.0,3.0
Buoys,ACO-LCM (1.0),0.8,3.3398,440.0,9.0
Buoys,ACO-LCM (1.0),0.8,3.1815,438.5,7.0
Buoys,ACO-LCM (1.0),0.8,2.6356,432.1,3.0
Buoys,ACO-LCM (1.0),0.8,2.8368,430.3,3.0
Buoys,ACO-LCM (1.0),0.8,2.6885,434.6,3.0
Buoys,GRAANK,0.8,1.6221,84.4,16.0
Buoys,GRAANK,0.8,1.6342,84.4,16.0
Buoys,GRAANK,0.8,1.6291,84.4,16.0
Buoys,GRAANK,0.8,1.6203,84.3,16.0
Buoys,GRAANK,0.8,1.6192,84.4,16.0
Buoys,GRAANK,0.8,1.6177,84.3,16.0
Buoys,GRAANK,0.8,1.6256,84.4,16.0
Buoys,GRAANK,0.8,1.6344,84.4,16.0
Buoys,GRAANK,0.8,1.625,84.4,16.0
Buoys,GRAANK,0.8,1.6262,84.4,16.0
Buoys,GRAANK,0.8,1.6388,84.4,16.0
Buoys,GRAANK,0.8,1.6274,84.4,16.0
Buoys,GRAANK,0.8,1.6246,84.4,16.0
Buoys,GRAANK,0.8,1.6174,84.4,16.0
Buoys,GRAANK,0.8,1.6327,84.4,16.0
Buoys,GRAANK,0.8,1.635,84.3,16.0
Buoys,GRAANK,0.8,1.6372,84.4,16.0
Buoys,GRAANK,0.8,1.6233,84.4,16.0
Buoys,GRAANK,0.8,1.6239,84.4,16.0
Buoys,GRAANK,0.8,1.6299,84.3,16.0
Buoys,GRAANK,0.8,1.6256,84.3,16.0
Buoys,GRAANK,0.8,1.6143,84.3,16.0
Buoys,GRAANK,0.8,1.6287,84.3,16.0
Buoys,GRAANK,0.8,1.6193,84.4,16.0
Buoys,GRAANK,0.8,1.6233,84.4,16.0
Buoys,GRAANK,0.8,1.6226,84.3,16.0
Buoys,GRAANK,0.8,1.6154,84.4,16.0
Buoys,GRAANK,0.8,1.628,84.4,16.0
Buoys,GRAANK,0.8,1.6294,84.4,16.0
Buoys,GRAANK,0.8,1.6223,84.4,16.0
Buoys,GRAANK,0.8,1.6118,84.4,16.0
Buoys,GRAANK,0.8,1.6299,84.4,16.0
Buoys,GRAANK,0.8,1.6065,84.4,16.0
Buoys,LCM-GRAD (1.0),0.8,130.43,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,132.0,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.06,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.36,51160.0,32.0
Buoys,LCM-GRAD (1.0),0.8,134.71,51160.0,32.0
Buoys,LCM-GRAD (1.0),0.8,133.65,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.92,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.89,51160.0,32.0
Buoys,LCM-GRAD (1.0),0.8,132.36,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.88,51100.0,32.0
Buoys,LCM-GRAD (1.0),0.8,128.97,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,141.44,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.11,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.99,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,138.94,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.53,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.41,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,131.74,50921.0,32.0
Buoys,LCM-GRAD (1.0),0.8,132.01,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.18,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.72,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,132.83,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,134.61,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.67,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.03,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,131.64,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.95,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,133.71,51160.0,32.0
Buoys,LCM-GRAD (1.0),0.8,131.38,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,129.37,51100.0,32.0
Buoys,LCM-GRAD (1.0),0.8,131.39,51100.0,32.0
Buoys,LCM-GRAD (1.0),0.8,130.83,50920.0,32.0
Buoys,LCM-GRAD (1.0),0.8,132.6,50920.0,32.0
Buoys,ACO-GRAANK (2.0),0.9,0.283,185.5,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.7316,263.0,0.0
Buoys,ACO-GRAANK (2.0),0.9,1.1242,207.2,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.4533,196.4,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.7181,196.4,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.0999,157.1,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.7128,239.4,2.0
Buoys,ACO-GRAANK (2.0),0.9,0.2251,203.2,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.088,154.4,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.4315,219.4,2.0
Buoys,ACO-GRAANK (2.0),0.9,0.0547,123.8,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.1065,163.8,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.6812,242.6,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.8132,219.3,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.7308,189.0,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.4337,235.4,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.1094,166.2,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.2599,160.2,2.0
Buoys,ACO-GRAANK (2.0),0.9,0.2801,178.2,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.8209,212.8,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.2259,198.1,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.2118,193.9,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.821,192.9,1.0
Buoys,ACO-GRAANK (2.0),0.9,1.5095,241.4,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.191,187.1,2.0
Buoys,ACO-GRAANK (2.0),0.9,4.3827,294.0,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.8121,220.2,0.0
Buoys,ACO-GRAANK (2.0),0.9,0.3975,220.0,2.0
Buoys,ACO-GRAANK (2.0),0.9,0.6456,233.7,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.2712,177.3,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.7109,177.8,1.0
Buoys,ACO-GRAANK (2.0),0.9,0.3432,232.9,2.0
Buoys,ACO-GRAANK (2.0),0.9,1.0052,247.5,2.0
Buoys,ACO-LCM (1.0),0.9,3.4207,437.3,8.0
Buoys,ACO-LCM (1.0),0.9,2.5551,425.0,2.0
Buoys,ACO-LCM (1.0),0.9,3.3338,438.1,6.0
Buoys,ACO-LCM (1.0),0.9,2.9546,436.3,5.0
Buoys,ACO-LCM (1.0),0.9,3.7907,438.1,11.0
Buoys,ACO-LCM (1.0),0.9,3.5629,437.2,8.0
Buoys,ACO-LCM (1.0),0.9,3.2108,436.5,6.0
Buoys,ACO-LCM (1.0),0.9,3.2591,438.6,7.0
Buoys,ACO-LCM (1.0),0.9,3.5043,439.0,8.0
Buoys,ACO-LCM (1.0),0.9,3.1246,436.1,5.0
Buoys,ACO-LCM (1.0),0.9,3.5956,437.5,9.0
Buoys,ACO-LCM (1.0),0.9,3.2539,436.5,6.0
Buoys,ACO-LCM (1.0),0.9,3.5675,437.5,9.0
Buoys,ACO-LCM (1.0),0.9,3.8001,439.7,10.0
Buoys,ACO-LCM (1.0),0.9,3.8648,438.1,11.0
Buoys,ACO-LCM (1.0),0.9,3.9063,437.8,10.0
Buoys,ACO-LCM (1.0),0.9,3.6046,437.5,9.0
Buoys,ACO-LCM (1.0),0.9,3.9851,437.8,10.0
Buoys,ACO-LCM (1.0),0.9,2.61,425.1,2.0
Buoys,ACO-LCM (1.0),0.9,3.0197,435.6,5.0
Buoys,ACO-LCM (1.0),0.9,3.1921,436.5,6.0
Buoys,ACO-LCM (1.0),0.9,3.3522,436.9,7.0
Buoys,ACO-LCM (1.0),0.9,3.854,438.1,11.0
Buoys,ACO-LCM (1.0),0.9,2.7609,429.5,3.0
Buoys,ACO-LCM (1.0),0.9,3.1105,436.5,6.0
Buoys,ACO-LCM (1.0),0.9,2.6096,425.4,2.0
Buoys,ACO-LCM (1.0),0.9,3.7628,437.8,10.0
Buoys,ACO-LCM (1.0),0.9,2.7119,429.8,3.0
Buoys,ACO-LCM (1.0),0.9,2.8058,430.1,3.0
Buoys,ACO-LCM (1.0),0.9,2.6539,425.1,2.0
Buoys,ACO-LCM (1.0),0.9,3.1817,438.1,6.0
Buoys,ACO-LCM (1.0),0.9,3.6137,437.6,9.0
Buoys,ACO-LCM (1.0),0.9,3.8277,439.1,11.0
Buoys,GRAANK,0.9,1.5038,65.9,4.0
Buoys,GRAANK,0.9,1.5112,65.9,4.0
Buoys,GRAANK,0.9,1.504,65.9,4.0
Buoys,GRAANK,0.9,1.5083,65.9,4.0
Buoys,GRAANK,0.9,1.5127,65.9,4.0
Buoys,GRAANK,0.9,1.5175,65.9,4.0
Buoys,GRAANK,0.9,1.4972,65.9,4.0
Buoys,GRAANK,0.9,1.5085,65.9,4.0
Buoys,GRAANK,0.9,1.4994,65.9,4.0
Buoys,GRAANK,0.9,1.5094,65.9,4.0
Buoys,GRAANK,0.9,1.4976,65.9,4.0
Buoys,GRAANK,0.9,1.5005,65.9,4.0
Buoys,GRAANK,0.9,1.4943,65.9,4.0
Buoys,GRAANK,0.9,1.498,65.9,4.0
Buoys,GRAANK,0.9,1.503,65.9,4.0
Buoys,GRAANK,0.9,1.5082,65.9,4.0
Buoys,GRAANK,0.9,1.508,65.9,4.0
Buoys,GRAANK,0.9,1.5058,65.9,4.0
Buoys,GRAANK,0.9,1.5138,65.9,4.0
Buoys,GRAANK,0.9,1.4986,65.9,4.0
Buoys,GRAANK,0.9,1.5049,65.9,4.0
Buoys,GRAANK,0.9,1.4955,65.9,4.0
Buoys,GRAANK,0.9,1.5071,65.9,4.0
Buoys,GRAANK,0.9,1.5074,65.9,4.0
Buoys,GRAANK,0.9,1.5074,65.9,4.0
Buoys,GRAANK,0.9,1.512,65.9,4.0
Buoys,GRAANK,0.9,1.5031,65.9,4.0
